name,description,image,tags,id,time
"

Marinata per il tonno seared ahi","

Ingredienti:

- Olio di sesamo 
- Salsa di soia 
- Zenzero 
- Aglio 
- Cipolla verde 
- Succo di lime 
- Ahi 
- Semi di sesamo 
- Pepe nero 
- Olio d'oliva 
- Riso bianco 
- Fagiolini verdi 

Ricetta: 

1. Mescolare in una ciotola di terracotta l’olio di sesamo, la salsa di soia, lo zenzero, l’aglio, la cipolla verde e il succo di lime. 

2. Aggiungere l’ahi e mescolare in modo uniforme in modo che sia coperto con la marinata. Ricoprire bene la ciotola e metterla in frigo per un’ora circa. 

3. Tostare in una padella i semi di sesamo fino a che non diventino leggermente marroni. Lasciarli raffreddare su un piatto. 

4. Aggiungere del pepe nero ai semi e mescolare. 

5. Versare un filo d'olio d'oliva in una padella e scaldarla. 

6. Coprire di semi di sesamo e di pepe l’ahi già marinata e metterlo nella padella calda. 

7. Cuocere due o tre minuti per lato in modo che l’ahi sia leggermente bruciacchiato fuori e rare all’interno. 

8. Servire con del riso bianco e con i fagiolini verdi cotti o arrostiti. Spargere i semi di sesamo avanzati ed aggiungere la restante cipolla verde per guarnire. 

Godersi il piatto!",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-6SBN9p55i140bEWv5FSvAQYz.png?st=2023-01-24T17%3A59%3A13Z&se=2023-01-24T19%3A59%3A13Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A41%3A39Z&ske=2023-01-25T15%3A41%3A39Z&sks=b&skv=2021-08-06&sig=2PoyyUFWfFujbseLJnFrZomNaMyhQRtNP5nVPU6qL5Q%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings', 'main-dish', 'high-protein', 'high-in-something', 'seafood', 'fish', 'saltwater-fish', '4-hours-or-less', 'cuisine', 'for-1-or-2', 'tuna', 'south-west-pacific', 'hawaiian']",7065,
"

Tilapia piccante allo zenzero e aglio con olive nere di Kalamata","

Ingredienti:
- Burro
- Olio d'oliva
- Aglio
- Zenzero
- Olive
- Peperoncino rosso
- Tilapia

Preparazione:
1. Preriscaldare il forno a 300°F.
2. Sciogliere il burro in una ciotola.
3. Aggiungere l'olio d'oliva, l'aglio, lo zenzero, le olive e il peperoncino rosso.
4. Versare il composto sopra le tilapia.
5. Infornare a 300°F per 9-11 minuti.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-HOtkrk5VnBlsodanXZbIjcVl.png?st=2023-01-24T17%3A59%3A56Z&se=2023-01-24T19%3A59%3A56Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A46%3A31Z&ske=2023-01-25T16%3A46%3A31Z&sks=b&skv=2021-08-06&sig=trC2oluLHLRspQwLHvwFc/uGxt2M/Ot339w%2Btik5aWs%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings', 'main-dish', 'easy', 'seafood', 'fish', 'saltwater-fish', 'occasion', 'cuisine', 'european', '15-minutes-or-less', 'north-american', 'taste-mood', '3-steps-or-less', 'beginner-cook', 'spicy', 'for-1-or-2', 'greek', 'asian']",7702,
"

Salmone seared"," necessari: 2 filetti di salmone

sale

pepe

olio per friggere

succo di limone 1.Lasciare asciugare bene i filetti di salmone e condire entrambi i lati con sale e pepe .

2.Scaldare l'olio in una padella antiaderente di 30 cm di diametro fino a raggiungere una temperatura di cottura.

3.Aggiungere i filetti di salmone e friggere finché non sono ben dorati, circa 4 minuti.

4.Girare i filetti di salmone e cuocere l'altro lato fino a quando sono cotti, da 3 a 4 minuti.

5.Servire con una spruzzata di succo di limone.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-rYUWWF0mjclQSAvET7PIstL8.png?st=2023-01-24T17%3A59%3A57Z&se=2023-01-24T19%3A59%3A57Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A05%3A15Z&ske=2023-01-25T15%3A05%3A15Z&sks=b&skv=2021-08-06&sig=1%2B31Dm6SQu1avpWORVjyTkIK/naZkp9JsQGgy/w8Yys%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'main-dish', 'easy', 'high-protein', 'high-in-something', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'low-sodium', 'low-saturated-fat', '5-ingredients-or-less', '15-minutes-or-less']",7076,
"

Salmone influenzato dall'asia",":

Ingredienti:
2 filetti o costolette di salmone
2 spicchi d'aglio, tritati
1 cucchiaio di prezzemolo tritato
2 cucchiai di succo di limone
2 cucchiai di olio d'oliva
Un pizzico di sale

Preparazione:
1. In una ciotola, mescolare l'aglio, il prezzemolo, il succo di limone, l'olio d'oliva e il pizzico di sale.
2. Spennellare la miscela sui filetti di salmone o le costolette. Lasciare riposare per circa 30 minuti.
3. Preriscaldare il forno a 350 °F.
4. Disporre i filetti di salmone su una teglia.
5. Cuocere al forno fino a quando non sono ben cotti, 30-35 minuti.
6. Servire caldo.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-3FFK2uxXGwYuqZ7MLuA8wLfw.png?st=2023-01-24T17%3A59%3A57Z&se=2023-01-24T19%3A59%3A57Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A05%3A02Z&ske=2023-01-25T15%3A05%3A02Z&sks=b&skv=2021-08-06&sig=Z17bULqUNXCH3NeTF2mQ2sCjxMDLcyRyGwaRRCZ56Os%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings', '60-minutes-or-less', 'main-dish', 'high-protein', 'high-in-something', 'seafood', 'fish', 'occasion', 'cuisine', 'for-1-or-2', 'weeknight', 'asian']",292,
"

Rombo al forno con formaggio","

- 800 grammi di filetti di pesce
- 200 grammi di formaggio a fette
- 30 grammi di mollica di pane
- 1 cucchiaino di paprika
- Sale e pepe q.b.

Procedimento:

1. Preriscaldare il forno a 210 °C.

2. Imburrare leggermente una pirofila da 13 x 9 x 2 pollici e mettere i filetti di pesce al suo interno.

3. Appoggiare una fetta di formaggio su ogni filetto di pesce.

4. Mescolare la mollica di pane con la paprika, il sale e il pepe.

5. Spolverare in modo uniforme la miscela sopra il pesce e il formaggio.

6. Cuocere in forno a 425° per 15 minuti o fino a quando il pesce si presenterà sfallato al tatto con una forchetta.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-qAUsy6fiebuYbbDKg52OJ8Dj.png?st=2023-01-24T17%3A59%3A58Z&se=2023-01-24T19%3A59%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A27%3A24Z&ske=2023-01-25T15%3A27%3A24Z&sks=b&skv=2021-08-06&sig=vyzrTl8g8DljzMBAtuv/HxA/hrpx84z%2BeANaqEiESZc%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'easy', 'high-protein', 'high-in-something', 'seafood', 'fish', 'saltwater-fish', 'occasion', 'oven', 'dinner-party', 'cuisine', '5-ingredients-or-less', 'french', 'european', 'sole-and-flounder']",520,
"

Salmone con salsa al Merlot",":

Ingredienti:
- Zucchero
- 2 cucchiai d'acqua
- Aceto
- 1 scalogno
- 1 tazza di vino
- 1 tazza di brodo
- 2 cucchiai di amido di mais
- Olio
- 4 tranci di salmone

Procedimento:
1. In una pentola portare lo zucchero e i 2 cucchiai d'acqua a bollore, mescolando.
2. Togliere la pentola dal fuoco e mescolare l'aceto e lo scalogno.
3. Rimettere la pentola sul fuoco, mescolare il vino e ridurlo ad un quarto di tazza.
4. Aggiungere il brodo e cuocere a fuoco lento per 10 minuti.
5. In una ciotola mescolare l'amido di mais con i 2 cucchiai di acqua e aggiungerlo alla salsa per addensarla.
6. Nel frattempo scaldare l'olio in una padella, aggiungere i tranci di salmone e cuocere da entrambi i lati per 3 minuti.
7. Servire la salsa sui tranci di salmone.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-U563kGTX1uRJrsmSh9Gn0di2.png?st=2023-01-24T17%3A59%3A59Z&se=2023-01-24T19%3A59%3A59Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A36%3A30Z&ske=2023-01-25T15%3A36%3A30Z&sks=b&skv=2021-08-06&sig=9GMViTnQMkTnhmP9TP21IpaXoj4pBwVIcwsEB9kJw/4%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'stove-top', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'high-protein', 'high-in-something', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'low-sodium', 'low-saturated-fat', 'low-calorie', 'healthy']",6799,
"

Tartara di salmone","

Ingredienti
-1 confezione di Philadelphia
-1 lattina di salmone
-1 cipolla
-Sale, pepe e succo di limone q.b.

Preparazione
1. Prendi la Philadelphia dal frigorifero e lascia che raggiunga la temperatura ambiente. 
2. Apri la lattina di salmone e rimuovi le ossa (per quanto possibile). 
3. Versa il salmone in una ciotola e aggiungi la Philadelphia, mescolando fino ad ottenere una consistenza semi-liscia. 
4. Aggiungi sale, pepe e succo di limone a piacere. 
5. Copri la ciotola con un film trasparente e lascia riposare in frigo per circa un'ora. 
6. Prima di servire, accompagna il salmone al formaggio con del pane o dei crackers a piacere.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-svrw02sSLQWAGcsqbxNqH7dG.png?st=2023-01-24T18%3A00%3A03Z&se=2023-01-24T20%3A00%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A17%3A55Z&ske=2023-01-25T15%3A17%3A55Z&sks=b&skv=2021-08-06&sig=ysgxdjptu4H/xMBS2nls0i1DThmtR5tCY6efrssN5Gs%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'easy', 'appetizers', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'occasion', 'dinner-party', 'low-sodium', '5-ingredients-or-less', '15-minutes-or-less', 'dips']",6771,
"

Crocchette di salmone senza cereali",":

- Olio
- Salmone
- Uovo
- Cipolla essiccata
- Origano
- Pepe
- Farina di nocciole
- Sale celtico
- Succo di lime
-Salsa di soia con cocco e gengibre

Preparazione:

1. Iniziare scaldando l'olio in una padella capiente.

2. Scolare il salmone e rimuovere la pelle e le ossa se si desidera, oppure schiacciarlo in una ciotola e mescolarlo con l'uovo.

3. Aggiungere le cipolle essiccate a piacere, l'origano e il pepe.

4. Se il salmone sembra troppo morbido e liquido, aggiungere un po' di farina di nocciole.

5. Formare piccole polpette e rotolarle nella farina di nocciole. Premere leggermente ogni patty e disporlo nella padella.

6. Saltare a fuoco moderato fino a quando entrambi i lati sono abbrustoliti.

7. Togliere la padella dal fuoco e lasciar scolare su carta assorbente.

8. Io mi piace di aggiungere un po' di sale celtico su ogni patty una volta che sono cotte e spruzzare qualche goccia di succo di lime sopra ognuno.

9. In alternativa, ometto il sale e il lime e invece di top ogni patty con un po' della mia salsa di soia con cocco e zenzero.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-H3OD2cDVg5QLwl1i2DHfAWpq.png?st=2023-01-24T18%3A00%3A04Z&se=2023-01-24T20%3A00%3A04Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A22%3A39Z&ske=2023-01-25T15%3A22%3A39Z&sks=b&skv=2021-08-06&sig=uxwYUKlXFV1JOn1hbeJXKtqzn3lEqGtTCfqm7wyXSMw%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings', 'lunch', 'main-dish', 'high-protein', 'high-in-something', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'low-sodium', 'for-1-or-2', 'kosher']",6770,
"

Trancio di tonno alla griglia","

-Olio d'oliva
-Aglio
-Peperoncino rosso arrostito
-Jalapeno tritato
-Scorza e succo di lime
-Comino
-Cilantro
-Pepe nero macinato fresco 

Preparazione: 

1. In una grande ciotola, mescolare l'olio d'oliva, l'aglio, il peperoncino rosso arrostito, il peperoncino jalapeño tritato, la scorza e il succo di lime, il comino, il cilantro e il pepe nero macinato fresco. 

2. Versare la miscela in un piatto poco profondo e aggiungere i filetti di tonno. 

3. Ricoprire con un foglio di alluminio e lasciar marinare in frigorifero per 1 ora. 

4. Mettere i filetti di tonno su una griglia ben oliata e cuocere su una scalinata media per circa 7-8 minuti per lato. 

5. Servire e godere!",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-8SNebSMpjuWEdYFuTA6TQ5Nc.png?st=2023-01-24T18%3A00%3A04Z&se=2023-01-24T20%3A00%3A04Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T14%3A10%3A19Z&ske=2023-01-25T14%3A10%3A19Z&sks=b&skv=2021-08-06&sig=K3CzPiZLbOc%2BzfJImI0gBycKfrV417gevsf2/gr5sS0%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'easy', 'high-protein', 'high-in-something', 'seafood', 'fish', 'saltwater-fish', 'occasion', 'dinner-party', 'low-sodium', 'barbecue', 'grilling', 'beginner-cook', 'free-of-something', 'lactose', 'seasonal', 'summer', 'tuna']",3971,
"

Salmone premiato con aglio e pomodori secchi al sole",": aglio, prezzemolo, pomodori secchi, olio d'oliva e salmone

1. In un mortaio, mescolare l'aglio e il sale fino ad ottenere una pasta. Aggiungere il prezzemolo, i pomodori secchi e l'olio d'oliva e mescolare bene fino ad ottenere un composto omogeneo. Mettere da parte in frigorifero fino al momento dell'uso.

2. Usando un coltello affilato, fare due tagli lungo la superficie del salmone, dividendola in tre parti. Aprire i tagli fino alla pelle, ma senza tagliarla.

3. Preriscaldare la griglia.

4. Inumidire la superficie del salmone con la metà della pasta d'aglio e inserire con una spatola i restanti nei tagli.

5. Mettere il salmone sulla griglia e cuocerlo a media intensità per 15 minuti, coprendo con il coperchio.

6. Spalmare la pasta di aglio rimanente sul salmone, richiudere il coperchio e alzare la temperatura della griglia fino a raggiungere una temperatura elevata. Cuocere per altri 10 minuti, o finchè il salmone non si sfaldi con una forchetta.

7. Togliere il salmone dalla griglia e servirlo. Buon appetito!",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-a2Xwodw6JH4pZeb3oOK4sTYd.png?st=2023-01-24T18%3A00%3A07Z&se=2023-01-24T20%3A00%3A07Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T14%3A51%3A10Z&ske=2023-01-25T14%3A51%3A10Z&sks=b&skv=2021-08-06&sig=LO7CDjRMTUqrCen0wHSBKfTXKc%2BXHAottoEq0Ile3Ss%3D,"['time-to-make', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', '60-minutes-or-less', 'easy', 'high-protein', 'high-in-something', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'low-sodium', 'low-saturated-fat', 'low-protein', 'low-cholesterol', 'low-calorie']",350,
"

Tonno se","

Ingredienti:
- 2 spicchi d’aglio
- 1/4 di cucchiaino d'olio
- 2 cipolle rosse 
- 400 g di filetti di tonno
- Un cucchiaio di basilico
- Un cucchiaio di origano
- Un cucchiaio di menta
- 2 pomodori da taglio
- Olive nere
- Capperi
- Pepe rosso

Procedimento: 
1. Mettere l'aglio e l'olio in una padella a fuoco basso finché l'aglio non diventa dorato, ci vorranno 15 minuti circa. 
2. Togliere l'aglio con un mestolo forato e metterlo in una ciotola. 
3. Aumentare la fiamma al med-high e aggiungere le cipolle rosse. 
4. Cuocere per 2 minuti 
5. Aggiungere i filetti di tonno e, aumentando la fiamma a high, cuocere rapidamente da tutte le parti, insaporendo con basilico, origano e menta. 
6. Cuocere fino a quando il tonno non è cotto al punto desiderato, 2-5 minuti, e metterlo su un piatto caldo o mantenerlo al caldo in forno. 
7. Mettere di nuovo l'aglio nella pentola e aggiungere i pomodori, le olive, i capperi e pepe rosso. 
8. Cuocere mescolando occasionalmente. 
9. Versare il mix sul tonno e decorare con il basilico e la menta rimasti. 
10. Servire caldo.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-RuTznknYX9GvdN3D30FXkKEz.png?st=2023-01-24T18%3A00%3A11Z&se=2023-01-24T20%3A00%3A11Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A51%3A13Z&ske=2023-01-25T15%3A51%3A13Z&sks=b&skv=2021-08-06&sig=RE9oa16paFEd5JpudWjJdHc25BBTtXSMNu9QYPiF5O8%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'seafood', 'fish', 'saltwater-fish', 'cuisine', 'european', 'italian', 'salads', 'tuna']",7082,
"

Pesce al forno kurdo","

Ingredienti: 
- burro fuso
- 1 tazza di succo di limone
- filetto di pesce
- sale
- pepe
- prezzemolo
- fette di limone 

Preparazione: 
1. Preriscalda il forno a 350°F.
2. Unisci il burro fuso e la tazza di succo di limone in una ciotola. 
3. Immergi ogni filetto di pesce nella miscela di burro preparata e disponili in una teglia da forno. 
4. Cospargi il filetto di sale, pepe e prezzemolo. 
5. Disponi sopra i filletti le fette di limone. 
6. Inforna a 350°F per 30 minuti o fino a quando il pesce si sfaldi facilmente alla prova di una forchetta.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-qFDUExrZBbedhvn3jxsWyaXZ.png?st=2023-01-24T18%3A00%3A58Z&se=2023-01-24T20%3A00%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T17%3A00%3A00Z&ske=2023-01-25T17%3A00%3A00Z&sks=b&skv=2021-08-06&sig=pYZXLIHuL0u3W%2BuV86IePBBmqrzm66gXYVKgvl46Ht4%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', '60-minutes-or-less', 'lunch', 'main-dish', 'easy', 'high-protein', 'high-in-something', 'seafood', 'fish', 'occasion', 'dinner-party', 'cuisine', 'holiday-event', 'beginner-cook', 'asian', 'middle-eastern', 'iranian-persian', 'iraqi']",4686,
"

Va bene, è pesce.","

Ingredienti:
-Pesce
-Sale
-Pepe
-Dill fresco
-Succo di limone
-Burro

Istruzioni:
1. Preriscaldare il forno a 400 °F.
2. Dividere il pesce in due porzioni e metterle al centro di un foglio di alluminio.
3. Aggiungere sale e pepe a piacere a ciascuna porzione.
4. Aggiungere a ciascuna porzione pezzetti di dill staccati dal gambo, un pizzico di succo di limone e metà di un panetto di burro.
5. Chiudere il foglio di alluminio piegando i bordi al centro e sigillandolo.
6. Mettere i pacchetti in una teglia da forno e cuocere per 15 minuti.
7. Rimuovere dal forno e servire.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-ygNbzbUSHuSEy7SSY9UajBCC.png?st=2023-01-24T18%3A00%3A58Z&se=2023-01-24T20%3A00%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A00%3A01Z&ske=2023-01-25T16%3A00%3A01Z&sks=b&skv=2021-08-06&sig=lgphbkPENY1FpHGPOJqN3RK6x2j3xS9g5PQ5eVJiQz8%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'number-of-servings', 'main-dish', 'high-protein', 'high-in-something', 'seafood', 'fish', 'saltwater-fish', 'occasion', 'oven', 'dinner-party', 'low-sodium', 'low-saturated-fat', 'cuisine', 'european', 'low-calorie', 'healthy', 'low-fat', 'holiday-event', 'taste-mood', 'for-1-or-2', 'seasonal', 'orange-roughy']",4422,
"

Salmone condito con spezie facili","

Ingredienti:
- 4 filetti di salmone 
- 1 cucchiaio di curry in polvere
- Sale 
- Zucchero
- Olio spray (PAM)

Procedimento: 
1. Prendi una padella e spruzzaci sopra un po' di olio spray (PAM), quindi mettila sul fuoco alto.
2. Prendi i filetti di salmone e cospargili di curry in polvere, sale e zucchero.
3. Aggiungi i filetti di salmone alla padella ed inizia a cuocerli finché non sono pronti, ci vorranno circa 5-10 minuti per lato a seconda dello spessore dei filetti. 
4. Servi i filetti di salmone con curry, sale e zucchero accompagnati con la tua guarnizione preferita.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-8NbIEvI8CPM5eSWsOmQvDn7Z.png?st=2023-01-24T18%3A01%3A02Z&se=2023-01-24T20%3A01%3A02Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T14%3A30%3A34Z&ske=2023-01-25T14%3A30%3A34Z&sks=b&skv=2021-08-06&sig=XHo2cgKMaQN4TYVj/8chxd0ynMzuk6bA3%2BbrZtO4j5w%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'stove-top', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'easy', 'high-protein', 'high-in-something', 'seafood', 'salmon', 'fish', 'saltwater-fish', 'low-sodium', 'low-saturated-fat', '5-ingredients-or-less', '3-steps-or-less']",2946,
"

Pesce bianco al sesamo al senape di Digione"," necessari:

Ingredienti:
-Filetti di pesce
-Senape
-Salsa di soia
-Vino bianco
-Semi di sesamo

Preparazione:
1. Metti i filetti di pesce in una placca da forno poco profonda.
2. Mescola insieme la senape, la salsa di soia e il vino bianco e versa il contenuto in modo uniforme sui filetti.
3. Lasciali marinare in frigorifero, coperti da una pellicola trasparente, per 3-4 ore.
4. Prepara una brace agli carbone o preriscalda il forno a grigliare.
5. Togli i filetti dalla marinata.
6. Metti i filetti su una teglia ricoperta da carta da forno, con la brace del grill inclinata a circa 4 centimetri di altezza dal calore o dai carboni, con il coperchio del grill.
7. Cospargili con i semi di sesamo e cuoci per circa 10 minuti, girandoli una volta durante la cottura, fino a quando il pesce non comincerà a sfaldarsi.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-AheBLIONLypTJhfIrjoGaYKY.png?st=2023-01-24T18%3A01%3A02Z&se=2023-01-24T20%3A01%3A02Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A08%3A37Z&ske=2023-01-25T16%3A08%3A37Z&sks=b&skv=2021-08-06&sig=8ALvcD5YH4l1BZIt4Cyf6Xw8BtGZ81Ezayq%2BPf15Odo%3D,"['course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'lunch', 'main-dish', 'easy', 'seafood', 'fish', 'oven', 'low-saturated-fat', '5-ingredients-or-less', 'low-calorie', 'barbecue', 'grilling', 'healthy', 'low-fat', 'freshwater-fish', 'whitefish', 'broil']",7119,
